cohort_rank_2026,name,year,net_worth_usd_billions,annual_forbes_rank,country_or_territory,source_of_wealth,industry,original_forbes_name,match_quality,annual_data_source_url,cohort_definition,data_note
185,Radhakishan Damani,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2016,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2017,2.3,932,India,"investments, retail",Finance and Investments,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2018,10,151,India,"investments, retail",Finance and Investments,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2019,11.1,125,India,"investments, retail",Finance and Investments,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2020,13.8,79,India,"retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2021,16.5,117,India,"retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2022,20,81,India,"retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2023,15.3,114,India,"Retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2024,17.6,107,India,"Retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2025,15.4,140,India,"Retail, investments",Fashion & Retail,Radhakishan Damani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
185,Radhakishan Damani,2026,15.7,185,India,,Fashion & Retail,Radhakishan Damani,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2012,2.6,477,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2013,2.6,567,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2014,3,562,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2015,2.7,699,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2016,2.4,749,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2017,2.7,762,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2018,3.6,643,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2019,6.8,230,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2020,8.2,167,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2021,9.7,237,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2022,8.9,233,Germany,manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2023,9.7,191,Germany,Manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2024,10.6,205,Germany,Manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2025,13,182,Germany,Manufacturing,Manufacturing,Friedhelm Loh,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Friedhelm Loh,2026,15.5,186,Germany,,Manufacturing,Friedhelm Loh,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2012,4.5,233,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2013,8,145,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2014,7.2,186,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2015,8.6,153,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2016,6.6,174,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2017,10.5,126,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2018,12.2,122,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2019,10.8,129,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2020,11.5,110,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2021,18,104,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2022,17,100,Hong Kong,real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2023,15.8,108,Hong Kong,Real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2024,15.1,126,Hong Kong,Real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2025,12.5,191,Hong Kong,Real estate,Real Estate,Peter Woo,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
186,Peter Woo,2026,15.5,186,Hong Kong,,Real Estate,Peter Woo,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2012,10,92,United States,hedge funds,Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2013,12.5,77,United States,hedge funds,Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2014,14.4,69,United States,hedge funds,Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2015,15.4,61,United States,hedge funds,Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2016,15.6,49,United States,hedge funds,Finance and Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2017,16.8,54,United States,hedge funds,Finance and Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2018,17.7,67,United States,hedge funds,Finance and Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2019,18.4,57,United States,hedge funds,Finance and Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2020,18,46,United States,hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2021,20.3,88,United States,hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2022,22,72,United States,hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2023,19.1,83,United States,Hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2024,15.4,124,United States,Hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2025,14,169,United States,Hedge funds,Finance & Investments,Ray Dalio,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Ray Dalio,2026,15.4,188,United States,,Finance & Investments,Ray Dalio,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2012,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2013,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2014,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2016,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2017,1.1,1816,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2018,2,1222,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2019,2.3,1011,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2020,4.5,384,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2021,13.1,163,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2022,8.6,246,China,hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2023,9,215,China,Hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2024,7.6,345,China,Hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2025,12.2,193,China,Hydraulic machinery,Manufacturing,Wang Liping,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
188,Wang Liping & family,2026,15.4,188,China,,Manufacturing,Wang Liping & family,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2012,5.5,187,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2013,5.1,243,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2014,5.4,266,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2015,6.1,244,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2016,5.6,231,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2017,7.5,184,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2018,8.5,182,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2019,6.3,259,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2020,5.5,300,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2021,7,373,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2022,6.9,359,Taiwan,electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2023,7.2,323,Taiwan,Electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2024,7.5,356,Taiwan,Electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2025,10.9,228,Taiwan,Electronics,Technology,Terry Gou,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Terry Gou,2026,15.3,190,Taiwan,,Technology,Terry Gou,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2012,6.4,154,United States,Conde Nast,Media,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2013,7.3,158,United States,Conde Nast,Media,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2014,8.5,154,United States,media,Media,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2015,8.3,162,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2016,9.3,118,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2017,12.1,110,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2018,12.3,121,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2019,11.8,114,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2020,10.8,124,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2021,17.6,109,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2022,14.4,128,United States,media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2023,10.7,164,United States,Media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2024,11,192,United States,Media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2025,14.4,160,United States,Media,Media & Entertainment,Donald Newhouse,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Donald Newhouse,2026,15.3,190,United States,,Media & Entertainment,Donald Newhouse,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Hussain Sajwani,2012,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Hussain Sajwani,2013,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Hussain Sajwani,2014,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Hussain Sajwani,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
190,Hussain Sajwani,2016,3.2,533,United Arab Emirates,real estate,Real Estate,Hussain Sajwani,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
